Context,Utterance,Label
"xserver-xfree86 is asking me a question __eou__ __eot__ the unmitigated gall of it. :-) __eou__ please sudo ls /var/spool/postfix/{public,private} __eou__ __eot__ ",i just installed sshd and i'd like to check all the logins :) __eou__ yes ... i installed syslog-ng __eou__ but i'd like to be able to build a script by myself :P __eou__ because i didn't successed __eou__ ok __eou__,0
"you can right click on the file in nautilus __eou__ and add to the playlist __eou__ __eot__ nope, doesn't work. __eou__ not over sftp. __eou__ libgnomecups __eou__ what language are you running with? __eou__ __eot__ it displays some messages in the console if you run it from a gnome-terminal __eou__ __eot__ well, I'm just a stupid user who doesn't ""run"" it, it just starts automatically, and if I pop in one of my thumbdrives, it works, if I pop the other one in, it doesn't. __eou__ had a look at my epiphany bug? __eou__ __eot__ seen it, I'll do an upload soon __eou__ I've uploaded epiphany some days ago __eou__ __eot__ care to add that build-dep and upload? __eou__ __eot__ ok, I'll do it __eou__ __eot__ any idea about 1443? __eou__ __eot__ no idea for 1443, sorry __eou__ __eot__ what is the environment var I need to set to get glib's g_log function to output stuff? __eou__ __eot__ there is no variable __eou__ depending on the code, what's the output of g_log in your program ? __eou__ __eot__ g_log (LM_LOG_DOMAIN, LM_LOG_LEVEL_NET, ""\nRECV [%d] :\n"",  __eou__ __eot__ g_log_default_handler () __eou__ __eot__ ok, thanks. :) __eou__ __eot__ np __eou__ __eot__ yes; arc packages are _very_ rare. __eou__ __eot__ the fix is not trivial __eou__ __eot__ sure it is, remove the x-arc entry, since it's wrong. __eou__ __eot__ ","provided trash hasn't been cleaned, yes __eou__",0
"Is there going to be another test release before the weekend? __eou__ __eot__ you mean including Sounder 7 or not? __eou__ righto, hopefully tonight but I have no idea how late __eou__ what about them? __eou__ __eot__ ",cannot find server is different from 404. http://www.doom9.org __eou__,0
"see my bug on grub bootsplash? __eou__ __eot__ yes, I already responded __eou__ Colin already posted a patch, I'll check it tomorrow __eou__ I have to get a basic usplash in post-haste __eou__ __eot__ any other changes from the test package in your homedir? __eou__ __eot__ ","a new upstream release mad the patch slightly different, but basically the same __eou__ can you file a bug on it with a screenshot of the properties in hal-device-manager? __eou__",1
"I DID HAVE, until some fascist stole it __eou__ __eot__ how do you know he wasn't a liberal, or a labourer? __eou__ it does? __eou__ __eot__ so just you and me then? ;-) __eou__ __eot__ yup ;) __eou__ please, just a small ssl cert fortune? __eou__ __eot__ NO! __eou__ __eot__ s/graphical// __eou__ __eot__ chunderbird is my least favourite so far, especially now that mutt imap doesn't suck __eou__ __eot__ chunderbird? you mean thunderbird?  and you have applied the imap header caching patch and so on? __eou__ __eot__ i have the imap header caching patch in mutt, yeah __eou__ __eot__ is it possible to put a laptop to sleep without closing the lid? __eou__ __eot__ ","I don't use anything right now, was thinking on going with defaults, but if you say it works with thunderbird, and I can't get it to work with NO efforts with evolution, then thunderbird it'll be __eou__",0
"dhcp is not always your friend. __eou__ what additional config does postfix need to send mail for your 80%?? __eou__ __eot__ needs /etc/mailname set to a domain that exists outside your LAN, and relayhost set to the ISP's SMTP server (since most of them block outbound port 25 these days) __eou__ __eot__ yeah - that'd be those pesky questions things... :-( __eou__ pardon my frustration, bntw. __eou__ are you trying to set the RHS to a CNAME??? __eou__ __eot__ ",not sure __eou__,0
"will any mono apps be bundled with core? Or are they just going to remain in ""universe""? __eou__ __eot__ hoary probably; we froze warty before mono 1.0 __eou__ you mean a P-M ... there isn't a P4-M __eou__ generally speaking, new/novice users will only dist-upgrade between releases.  It tends to be fine then, because the end result of each works __eou__ __eot__ ",are you sure you don't have a virus? __eou__ A similar thing happened to my brothers computer while playing WoW __eou__ turned out he had somehow gotten a virus and couldnt boot anymore __eou__,0
"""crack""? :) __eou__ I've been typing on keyboards for somewhere in the range of twenty years.. if I were to get RSI, I would have had it as a ten-year old. __eou__ what via crash? __eou__ __eot__ XFree was deeply unhappy on the via graphics chipsetted laptops __eou__ __eot__ ok, via graphics chipset, I don't think I have that __eou__ __eot__ ","i have never messed with it, so i don't know __eou__",0
"ok, I haven't taken the C3 out of its box yet actually, but remind me tomorrow __eou__ or if it's more urgent I'll make time this evening __eou__ it's getting quite scary __eou__ __eot__ well, clearly you have no need for that grey pos and can send it to me ;) __eou__ you have an amd64? __eou__ __eot__ not quite yet __eou__ __eot__ rad __eou__ right __eou__ __eot__ the xresprobe package, I mean __eou__ __eot__ right __eou__ well, note the above if you ever need to use xresprobe for anything installer-wise or whatever :) __eou__ __eot__ ","I plan not to touch X if I can help it, but thanks :) __eou__",1
"i suspect that's the one psi has __eou__ half the time, psi just kicks up a new window with its notification icon, instead of using the area __eou__ __eot__ sounds like a different bug __eou__ __eot__ rad __eou__ rad __eou__ does that build and work for you? if so, could you please nmu it with a note that i asked? __eou__ oh, and if you could patch the Makefile.am as well as the Makefile.in, that'd rock. cheers. __eou__ (and priority=high to hit sarge) __eou__ yo :) __eou__ i use g-p-m and g-o-s, as well as the other gnome-bluetooth stuff, and it's mad phat __eou__ ah, suck :\ __eou__ __eot__ walk to the nearest market and pay a few quid for them to unlock it __eou__ __eot__ nice book; i'm thoroughly enjoying it thus far __eou__ how's things? __eou__ __eot__ they're going ok thanks. i'm going crazy right now trying to, umm,write a book about debian __eou__ __eot__ heh, nice one __eou__ __eot__ but what i'd rather be doing is playing with ubuntu etc __eou__ __eot__ ","hm,ok,don'T have experience with encrypted filesystems __eou__ can that be mounted with a live-cd too? __eou__",0
"all cool people have amd64s __eou__ __eot__ bah __eou__ __eot__ seems to work fine on my workstation. __eou__ __eot__ ... __eou__ __eot__ I'm sure you'll love the ia32-libs source.  A chummy 138MB. __eou__ __eot__ i'm melltinnnnggggg! __eou__ __eot__ sure, we'll make d-i shinygraphical __eou__ __eot__ ",i need a new apt __eou__,0
"Actually, I can test this... __eou__ __eot__ you can?  ewww __eou__ __eot__ My network setup partially dates back to the time when I couldn't afford a hub __eou__ __eot__ ",seems we are in the same boat __eou__,0
"don't see what's wrong with it, I kinda like the idea of seeing link strength of adjacent networks through hal __eou__ makes writing applets so much easier :p __eou__ __eot__ heh __eou__ maybe this thread: http://freedesktop.org/pipermail/hal/2004-May/000170.html __eou__ __eot__ yeah, read that one __eou__ isn't it like 10 or 11am there though? __eou__ are you sure that's not 9pm?!  Since when do you get up in the morning? __eou__ __eot__ ever since I got back :\ __eou__ i'm a uni bum, i'm cheap __eou__ __eot__ just put Kinnison on your testicles, it's far more ... effective __eou__ __eot__ don't give him ideas. __eou__ yeah __eou__ whichI never did get workng properl __eou__ __eot__ I just stuck ""auth enable;"" in /etc/bluetooth/hcid.conf __eou__ I'll do it for love and money __eou__ __eot__  it got past makeafle,you won __eou__ how's the build? __eou__ __eot__ whirring ... got tripped by the lack of an .orig.tar.gz <g> __eou__ __eot__ fuck __eou__ __eot__ sudo -s __eou__ is building shit now __eou__ __eot__ sigh, thanks __eou__ __eot__ I've never built X before ... I'm going to leave it running __eou__ __eot__ buy more machines, then :P __eou__ __eot__ isn't that, it's that they're just boring and not new :p __eou__ ""sprayed drink over"" I suspect __eou__ __eot__ probably $bling when it comes out here, though __eou__ the k700i is a mere $au700 outright (not simlocked), and that's the exact same as the t630 __eou__ __eot__ cheap to unlock though __eou__ __eot__ ",脗芦 scp /path/to/localfile user@server:/remote/path/ 脗禄 iirc __eou__,0
"how do I get flash plugins working in warty? __eou__ __eot__ apt-get install swf-player __eou__ __eot__ thanks.  I was searching in synaptic for names with ""flash"" in, not ""swf"" __eou__ __eot__ ubuntu team meeting is in progress __eou__ __eot__ ",sorry -- figured that would be on ubuntu-meeting __eou__,1
"how does kdrive rate against a one second startup? __eou__ __eot__ not quite sure, but it's pretty damn quick. most of it is, of course, in the mode switch :\ __eou__ __eot__ can we make kdrive use vesa without a mode switch (ie. if use the current mode)? __eou__ that is what xdirectfb does and its fast __eou__ __eot__ ","i don't use thunderbird, but i still think that it should be a setting within thunderbird or no setting at all. btw it's not ""european date format"", it's the ISO format, i e international format. :D __eou__",0
"or we could install fortune ... __eou__ xscreensaver is sitting permuting ""No such file or directory"" around the amd's screen at the moment __eou__ ubuntu-fortunes? :-) __eou__ we can have fortune-mod without all the actual data, can't we? __eou__ __eot__ is that the xscreensaver-fortunes when fortune isnt installed? __eou__ __eot__ yes __eou__ __eot__ the load could be dealt with by just having a couple of reverse-squid boxes in front of the main/cdimage servers __eou__ q: has the 5minute authenication cache been disabled?  It'll drive people nuts __eou__ __eot__ base-config (2.44ubuntu14) warty; urgency=low __eou__ assuming that's what you meant __eou__ __eot__ !praise $DEITY __eou__ what would be useful is to have gtksudo still pop up a dialogue if it is called;  stating that you are still authenicated but asking you to confirm the command (and showing it) with an OK __eou__ __eot__ not my field :) __eou__ um, d-i does __eou__ the issue is probably not dud burns there, it's that the archive has newer versions of packages than the CD __eou__ __eot__ both probably contribute to the problem __eou__ yes we can.  Just munge Canonical's offical ISO's with an extra flag __eou__ __eot__ disapprove heavily of that kind of thing __eou__ also, we'll be publishing the official ISOs; what's to stop people burning them, or indeed from copying pressed CDs? __eou__ __eot__ ``I see you're using a self-burnt CD.  Would you like me to checksum it first?'' __eou__ can bit-twiddle sometime off the end of the CD __eou__ __eot__ I disapprove of doing something I can't even test myself! __eou__ __eot__ can bit-twiddle something off the end of the CD;  is somebody copies it, it'll disappear __eou__ __eot__ I will not do that, sorry __eou__ __eot__ ","if I wrote the code, would you consider using it?  :-) __eou__",1
atheros __eou__ __eot__ you forget where I used to work? __eou__ __eot__ routing him would be less comfortable :-) __eou__ __eot__ ,"hasn't got us any yet, has it? __eou__ it still wouldn't be HIGgy though :( __eou__",1
"talking of which ... hal doesn't work on warty __eou__ starts then exits __eou__ trying to figure out why atm __eou__ __eot__ I have the same problem __eou__ though, I installed debian's kernel-image-2.6.8 and it seems to work, go figure __eou__ __eot__ what wifi card have you got in that thinkpad of yours? __eou__ __eot__ madwifi __eou__ oh, I know this bug __eou__ its fixed now upstream __eou__ I made a patch for it one time a while back __eou__ let me get the patch __eou__ http://bugs.breakmygentoo.net/attachment.cgi?id=327&action=view __eou__ no, the code was removed upstream a few days after my patch __eou__ they decided to roll back the wifi stuff __eou__ we could always get the newest dbus and hal (which may not actually be a bad idea) __eou__ with English becoming such a universal language, we should just switch everyone to EST as well ;) (JK!!!) __eou__ __eot__ ok, from hal-device-manager's stdout I get: __eou__ __eot__ check out hal-device-manager -- does it have the right properties of something mountable? __eou__ __eot__ how do I tell? __eou__ __eot__ ","block.is_volume, block.storage_device, info.capabilities = *block volume* __eou__ that may be the problem, perhaps hal isn't aware of your devices __eou__",1
"not only that, suspending with apm requires root and there was no provision for that __eou__ __eot__ better than starting stupeed yelp __eou__ __eot__ yes, I never use it for help __eou__ __eot__ got my mail, by the way? __eou__ __eot__ ","mostly, using apps that are no longer developed arent advisable, heh __eou__",0
"no, the thread is on warty list __eou__ __eot__ this will all hopefully be a non-issue with sourcerer :-) __eou__ __eot__ could we get bugzilla components for xscreensaver, gnome-applets and trashapplet ? __eou__ __eot__ yes, I'll add them __eou__ __eot__ ok, thanks __eou__ __eot__ done __eou__ __eot__ libgtop2 (which is a part of the GNOME desktop) has just made a soname change. Warty has only 2 reverse depends on it, there is no problem to update to the new version now (I've the 3 packages ready, just checking) ? __eou__ __eot__ sounds fine __eou__ how is eject/remove supposed to work in nautilus? __eou__ __eot__ right click on the device icon, eject/umount  __eou__ __eot__ we'll need to do something about the security issue; I think we'll probably sync the new version __eou__ an upload of gaim? __eou__ based on 1:0.82.1-1? __eou__ I'll reassign the security bug to you, then, and you can close it when you upload __eou__ isn't that correct? __eou__ is that difficult to implement? __eou__ can this be fixed today?  it's very important to me that our daily CD builds work at this point __eou__ evolution1.5 and evolution-data-server cannot be installed simultaneously __eou__ __eot__ gni ? __eou__ I've uploaded all the piece in the same time this morning __eou__ seems to be fine for evolution here, do you still have some problem with an update ? __eou__ __eot__ no, fine now __eou__ any idea? __eou__ __eot__ I'm just back from dinner __eou__ __eot__ ","in the manual install thing, you can choose to not format a partition before installing. that keeps /home __eou__ er  manual partition thing, i mean __eou__ id ask that in #ubuntu-ops __eou__",0
